import time: self [us] | cumulative | imported package
import time:        20 |      48395 |                                     narwhals.stable.v2
import time:       539 |        539 |                                         scipy.special._sf_error
import time:       568 |        568 |                                           scipy.special._ufuncs_cxx
import time:       462 |        462 |                                           scipy.special._ellip_harm_2
import time:      2364 |       2364 |                                           scipy.special._special_ufuncs
import time:      1003 |       1003 |                                           scipy.special._gufuncs
import time:      2361 |       6757 |                                         scipy.special._ufuncs
import time:       440 |        440 |                                           scipy.special._input_validation
import time:       726 |        726 |                                           scipy.special._specfun
import time:       408 |        408 |                                           scipy.special._comb
import time:      1118 |       2691 |                                         scipy.special._basic
import time:       453 |        453 |                                           scipy.special._spfun_stats
import time:     30546 |      30999 |                                         scipy.special._support_alternative_backends
import time:      2082 |       2082 |                                         scipy.special._logsumexp
import time:      1051 |       1051 |                                         scipy.special._multiufuncs
import time:      2803 |       2803 |                                         scipy.special._orthogonal
import time:       617 |        617 |                                         scipy.special._ellip_harm
import time:       386 |        386 |                                         scipy.special._lambertw
import time:       391 |        391 |                                         scipy.special._spherical_bessel
import time:       377 |        377 |                                         scipy.special.add_newdocs
import time:       374 |        374 |                                         scipy.special.basic
import time:       319 |        319 |                                         scipy.special.orthogonal
import time:       326 |        326 |                                         scipy.special.specfun
import time:       286 |        286 |                                         scipy.special.sf_error
import time:       282 |        282 |                                         scipy.special.spfun_stats
import time:       872 |      51143 |                                       scipy.special
import time:       344 |        344 |                                       sklearn.externals
import time:      1513 |       1513 |                                             sklearn.externals.array_api_compat.common._typing
import time:       986 |       2499 |                                           sklearn.externals.array_api_compat.common._helpers
import time:       812 |       3311 |                                         sklearn.externals.array_api_compat.common
import time:       474 |       3784 |                                       sklearn.externals.array_api_compat
import time:       359 |        359 |                                           sklearn.externals.array_api_extra._lib
import time:       373 |        373 |                                               sklearn.externals.array_api_extra._lib._utils
import time:       332 |        332 |                                                 sklearn.externals._array_api_compat_vendor
import time:       437 |        768 |                                               sklearn.externals.array_api_extra._lib._utils._compat
import time:       346 |        346 |                                                 sklearn.externals.array_api_extra._lib._utils._typing
import time:       529 |        874 |                                               sklearn.externals.array_api_extra._lib._utils._helpers
import time:       786 |       2799 |                                             sklearn.externals.array_api_extra._lib._at
import time:       694 |       3493 |                                           sklearn.externals.array_api_extra._lib._funcs
import time:       605 |       4456 |                                         sklearn.externals.array_api_extra._delegation
import time:       454 |        454 |                                         sklearn.externals.array_api_extra._lib._lazy
import time:       541 |       5450 |                                       sklearn.externals.array_api_extra
import time:       337 |        337 |                                         sklearn.externals.array_api_compat._internal
import time:       869 |        869 |                                           sklearn.externals.array_api_compat.common._aliases
import time:       372 |        372 |                                           sklearn.externals.array_api_compat.numpy._typing
import time:      1615 |       2855 |                                         sklearn.externals.array_api_compat.numpy._aliases
import time:       454 |        454 |                                         sklearn.externals.array_api_compat.numpy._info
import time:       893 |        893 |                                           sklearn.externals.array_api_compat.common._linalg
import time:       746 |       1639 |                                         sklearn.externals.array_api_compat.numpy.linalg
import time:       380 |        380 |                                           sklearn.externals.array_api_compat.common._fft
import time:       766 |       1146 |                                         sklearn.externals.array_api_compat.numpy.fft
import time:      1034 |       7462 |                                       sklearn.externals.array_api_compat.numpy
import time:       359 |        359 |                                       sklearn.utils._dataframe
import time:       908 |        908 |                                               scipy.sparse.linalg._interface
import time:       582 |        582 |                                               scipy.sparse.linalg._isolve.utils
import time:       995 |        995 |                                                     scipy.linalg._fblas
import time:        84 |         84 |                                                     scipy.linalg._cblas
import time:       531 |       1609 |                                                   scipy.linalg.blas
import time:      1198 |       1198 |                                                     scipy.linalg._flapack
import time:        66 |         66 |                                                     scipy.linalg._clapack
import time:      1076 |       2339 |                                                   scipy.linalg.lapack
import time:       797 |       4744 |                                                 scipy.linalg._misc
import time:      1909 |       1909 |                                                   scipy.linalg.cython_lapack
import time:      1444 |       3352 |                                                 scipy.linalg._cythonized_array_utils
import time:      3959 |       3959 |                                                   scipy.linalg._decomp
import time:      2224 |       2224 |                                                   scipy.linalg._decomp_svd
import time:       796 |        796 |                                                   scipy.linalg._solve_toeplitz
import time:       589 |        589 |                                                   scipy.linalg._batched_linalg
import time:      3323 |      10889 |                                                 scipy.linalg._basic
import time:       498 |        498 |                                                   scipy.linalg._decomp_lu_cython
import time:       980 |       1478 |                                                 scipy.linalg._decomp_lu
import time:       899 |        899 |                                                 scipy.linalg._decomp_ldl
import time:      1234 |       1234 |                                                 scipy.linalg._decomp_cholesky
import time:      1292 |       1292 |                                                 scipy.linalg._decomp_qr
import time:      1287 |       1287 |                                                 scipy.linalg._decomp_qz
import time:      1147 |       1147 |                                                 scipy.linalg._decomp_schur
import time:       622 |        622 |                                                 scipy.linalg._decomp_polar
import time:       917 |        917 |                                                   scipy.linalg._expm_frechet
import time:       841 |        841 |                                                   scipy.linalg._matfuncs_schur_sqrtm
import time:       656 |        656 |                                                   scipy.linalg._matfuncs_expm
import time:       508 |        508 |                                                   scipy.linalg._linalg_pythran
import time:      4006 |       6926 |                                                 scipy.linalg._matfuncs
import time:      2021 |       2021 |                                                 scipy.linalg._special_matrices
import time:      1442 |       1442 |                                                 scipy.linalg._solvers
import time:      1018 |       1018 |                                                 scipy.linalg._procrustes
import time:       985 |        985 |                                                   scipy.linalg.cython_blas
import time:      2435 |       3420 |                                                 scipy.linalg._decomp_update
import time:       962 |        962 |                                                 scipy.linalg._sketches
import time:       538 |        538 |                                                 scipy.linalg._decomp_cossin
import time:       336 |        336 |                                                 scipy.linalg.decomp
import time:       324 |        324 |                                                 scipy.linalg.decomp_cholesky
import time:       298 |        298 |                                                 scipy.linalg.decomp_lu
import time:       331 |        331 |                                                 scipy.linalg.decomp_qr
import time:       320 |        320 |                                                 scipy.linalg.decomp_svd
import time:       297 |        297 |                                                 scipy.linalg.decomp_schur
import time:       330 |        330 |                                                 scipy.linalg.basic
import time:       306 |        306 |                                                 scipy.linalg.misc
import time:       282 |        282 |                                                 scipy.linalg.special_matrices
import time:       268 |        268 |                                                 scipy.linalg.matfuncs
import time:      1082 |      47432 |                                               scipy.linalg
import time:      1222 |      50143 |                                             scipy.sparse.linalg._isolve.iterative
import time:       403 |        403 |                                             scipy.sparse.linalg._isolve.minres
import time:       588 |        588 |                                               scipy.sparse.linalg._isolve._gcrotmk
import time:       712 |       1300 |                                             scipy.sparse.linalg._isolve.lgmres
import time:       508 |        508 |                                             scipy.sparse.linalg._isolve.lsqr
import time:       439 |        439 |                                             scipy.sparse.linalg._isolve.lsmr
import time:       376 |        376 |                                             scipy.sparse.linalg._isolve.tfqmr
import time:       933 |      54099 |                                           scipy.sparse.linalg._isolve
import time:       942 |        942 |                                               scipy.sparse.linalg._dsolve._superlu
import time:       231 |        231 |                                                 scikits
import time:        38 |        268 |                                               scikits.umfpack
import time:       820 |       2029 |                                             scipy.sparse.linalg._dsolve.linsolve
import time:       609 |        609 |                                             scipy.sparse.linalg._dsolve._add_newdocs
import time:       436 |       3074 |                                           scipy.sparse.linalg._dsolve
import time:       704 |        704 |                                                 scipy.sparse.linalg._eigen.arpack._arpacklib
import time:       946 |       1650 |                                               scipy.sparse.linalg._eigen.arpack.arpack
import time:       529 |       2179 |                                             scipy.sparse.linalg._eigen.arpack
import time:       704 |        704 |                                               scipy.sparse.linalg._eigen.lobpcg.lobpcg
import time:       584 |       1287 |                                             scipy.sparse.linalg._eigen.lobpcg
import time:       703 |        703 |                                                 scipy.sparse.linalg._propack
import time:       475 |       1178 |                                               scipy.sparse.linalg._svdp
import time:      1548 |       2726 |                                             scipy.sparse.linalg._eigen._svds
import time:       467 |       6658 |                                           scipy.sparse.linalg._eigen
import time:       450 |        450 |                                               scipy.sparse.linalg._onenormest
import time:       606 |       1056 |                                             scipy.sparse.linalg._expm_multiply
import time:       689 |       1744 |                                           scipy.sparse.linalg._matfuncs
import time:       414 |        414 |                                           scipy.sparse.linalg._norm
import time:       394 |        394 |                                           scipy.sparse.linalg._funm_multiply_krylov
import time:       741 |        741 |                                           scipy.sparse.linalg._special_sparse_arrays
import time:       502 |        502 |                                           scipy.sparse.linalg.isolve
import time:       506 |        506 |                                           scipy.sparse.linalg.dsolve
import time:       457 |        457 |                                           scipy.sparse.linalg.interface
import time:       431 |        431 |                                           scipy.sparse.linalg.eigen
import time:       347 |        347 |                                           scipy.sparse.linalg.matfuncs
import time:       588 |      69951 |                                         scipy.sparse.linalg
import time:       655 |        655 |                                           scipy.stats._warnings_errors
import time:       949 |        949 |                                                 scipy.spatial._ckdtree
import time:       729 |       1678 |                                               scipy.spatial._kdtree
import time:       460 |        460 |                                                 scipy._lib.messagestream
import time:      1081 |       1541 |                                               scipy.spatial._qhull
import time:       460 |        460 |                                                 scipy.spatial._voronoi
import time:       624 |       1083 |                                               scipy.spatial._spherical_voronoi
import time:       489 |        489 |                                               scipy.spatial._plotutils
import time:       368 |        368 |                                               scipy.spatial._procrustes
import time:       476 |        476 |                                                   scipy.spatial._hausdorff
import time:       694 |        694 |                                                   scipy.spatial._distance_pybind
import time:       362 |        362 |                                                   scipy.spatial._distance_wrap
import time:      2531 |       4062 |                                                 scipy.spatial.distance
import time:       404 |       4466 |                                               scipy.spatial._geometric_slerp
import time:       506 |        506 |                                               scipy.spatial.ckdtree
import time:       382 |        382 |                                               scipy.spatial.kdtree
import time:       305 |        305 |                                               scipy.spatial.qhull
import time:       925 |        925 |                                                   scipy.spatial.transform._rotation_cy
import time:       931 |        931 |                                                   scipy.spatial.transform._rotation_xp
import time:      4364 |       4364 |                                                       scipy.constants._codata
import time:      1109 |       1109 |                                                       scipy.constants._constants
import time:       357 |        357 |                                                       scipy.constants.codata
import time:       369 |        369 |                                                       scipy.constants.constants
import time:      1067 |       7264 |                                                     scipy.constants
import time:       425 |       7688 |                                                   scipy.spatial.transform._rotation_groups
import time:      8579 |      18122 |                                                 scipy.spatial.transform._rotation
import time:       673 |        673 |                                                   scipy.spatial.transform._rigid_transform_cy
import time:       578 |        578 |                                                   scipy.spatial.transform._rigid_transform_xp
import time:      5368 |       6618 |                                                 scipy.spatial.transform._rigid_transform
import time:       586 |        586 |                                                 scipy.spatial.transform._rotation_spline
import time:       369 |        369 |                                                 scipy.spatial.transform.rotation
import time:       482 |      26176 |                                               scipy.spatial.transform
import time:       705 |      37695 |                                             scipy.spatial
import time:       397 |        397 |                                                   scipy.optimize._dcsrch
import time:       511 |        907 |                                                 scipy.optimize._linesearch
import time:       554 |        554 |                                                   scipy.optimize._group_columns
import time:       603 |       1157 |                                                 scipy.optimize._numdiff
import time:       545 |        545 |                                                   scipy.optimize._hessian_update_strategy
import time:       680 |       1225 |                                                 scipy.optimize._differentiable_functions
import time:      2639 |       5927 |                                               scipy.optimize._optimize
import time:       433 |        433 |                                                   scipy.optimize._trustregion
import time:       408 |        841 |                                                 scipy.optimize._trustregion_dogleg
import time:       788 |        788 |                                                 scipy.optimize._trustregion_ncg
import time:       705 |        705 |                                                     scipy.optimize._trlib._trlib
import time:       509 |       1214 |                                                   scipy.optimize._trlib
import time:       623 |       1836 |                                                 scipy.optimize._trustregion_krylov
import time:       511 |        511 |                                                 scipy.optimize._trustregion_exact
import time:       505 |        505 |                                                     scipy.optimize._constraints
import time:       153 |        153 |                                                           sksparse
import time:        28 |        181 |                                                         sksparse.cholmod
import time:       397 |        577 |                                                       scipy.optimize._trustregion_constr.projections
import time:       408 |        408 |                                                       scipy.optimize._trustregion_constr.qp_subproblem
import time:       378 |       1363 |                                                     scipy.optimize._trustregion_constr.equality_constrained_sqp
import time:       494 |        494 |                                                     scipy.optimize._trustregion_constr.canonical_constraint
import time:       442 |        442 |                                                     scipy.optimize._trustregion_constr.tr_interior_point
import time:       415 |        415 |                                                     scipy.optimize._trustregion_constr.report
import time:       643 |       3860 |                                                   scipy.optimize._trustregion_constr.minimize_trustregion_constr
import time:       393 |       4253 |                                                 scipy.optimize._trustregion_constr
import time:       665 |        665 |                                                   scipy.optimize._lbfgsb
import time:       485 |       1150 |                                                 scipy.optimize._lbfgsb_py
import time:       511 |        511 |                                                   scipy.optimize._moduleTNC
import time:       536 |       1047 |                                                 scipy.optimize._tnc
import time:       578 |        578 |                                                 scipy.optimize._cobyla_py
import time:       355 |        355 |                                                 scipy.optimize._cobyqa_py
import time:       762 |        762 |                                                   scipy.optimize._slsqplib
import time:       473 |       1235 |                                                 scipy.optimize._slsqp_py
import time:       725 |      13314 |                                               scipy.optimize._minimize
import time:       470 |        470 |                                                   scipy.optimize._minpack
import time:       474 |        474 |                                                         scipy.optimize._lsq.common
import time:       499 |        972 |                                                       scipy.optimize._lsq.trf
import time:       401 |        401 |                                                       scipy.optimize._lsq.dogbox
import time:       739 |       2112 |                                                     scipy.optimize._lsq.least_squares
import time:      1000 |       1000 |                                                         scipy.optimize._lsq.givens_elimination
import time:       425 |       1425 |                                                       scipy.optimize._lsq.trf_linear
import time:       780 |        780 |                                                       scipy.optimize._lsq.bvls
import time:       379 |       2584 |                                                     scipy.optimize._lsq.lsq_linear
import time:       518 |       5213 |                                                   scipy.optimize._lsq
import time:       615 |       6298 |                                                 scipy.optimize._minpack_py
import time:       714 |        714 |                                                 scipy.optimize._spectral
import time:      2825 |       2825 |                                                 scipy.optimize._nonlin
import time:       592 |      10427 |                                               scipy.optimize._root
import time:       349 |        349 |                                                   scipy.optimize._zeros
import time:       652 |       1001 |                                                 scipy.optimize._zeros_py
import time:       707 |       1707 |                                               scipy.optimize._root_scalar
import time:       758 |        758 |                                               scipy.optimize._nnls
import time:      1623 |       1623 |                                               scipy.optimize._basinhopping
import time:       374 |        374 |                                                     scipy.optimize._highspy
import time:      6458 |       6458 |                                                     scipy.optimize._highspy._core
import time:      1255 |       1255 |                                                     scipy.optimize._highspy._highs_options
import time:       833 |       8919 |                                                   scipy.optimize._highspy._highs_wrapper
import time:       445 |       9364 |                                                 scipy.optimize._linprog_highs
import time:       159 |        159 |                                                                 uarray
import time:       452 |        452 |                                                                     scipy._lib._uarray._uarray
import time:       630 |       1081 |                                                                   scipy._lib._uarray._backend
import time:       337 |       1418 |                                                                 scipy._lib._uarray
import time:       405 |       1980 |                                                               scipy._lib.uarray
import time:     13480 |      15460 |                                                             scipy.fft._basic
import time:      5707 |       5707 |                                                             scipy.fft._realtransforms
import time:       836 |        836 |                                                               scipy.fft._fftlog_backend
import time:      2089 |       2925 |                                                             scipy.fft._fftlog
import time:      1068 |       1068 |                                                                   scipy.fft._pocketfft.pypocketfft
import time:      1434 |       1434 |                                                                   scipy.fft._pocketfft.helper
import time:       628 |       3129 |                                                                 scipy.fft._pocketfft.basic
import time:       920 |        920 |                                                                 scipy.fft._pocketfft.realtransforms
import time:       500 |       4548 |                                                               scipy.fft._pocketfft
import time:      2474 |       7022 |                                                             scipy.fft._helper
import time:       432 |        432 |                                                               scipy.fft._basic_backend
import time:       395 |        395 |                                                               scipy.fft._realtransforms_backend
import time:      1716 |       2543 |                                                             scipy.fft._backend
import time:       606 |      34260 |                                                           scipy.fft
import time:       747 |      35006 |                                                         scipy.linalg._decomp_interpolative
import time:       574 |      35580 |                                                       scipy.linalg.interpolative
import time:       807 |      36387 |                                                     scipy.optimize._remove_redundancy
import time:       921 |      37307 |                                                   scipy.optimize._linprog_util
import time:       173 |        173 |                                                   sksparse
import time:       123 |        123 |                                                     scikits
import time:        18 |        141 |                                                   scikits.umfpack
import time:       973 |      38593 |                                                 scipy.optimize._linprog_ip
import time:       483 |        483 |                                                 scipy.optimize._linprog_simplex
import time:       655 |        655 |                                                   scipy.optimize._bglu_dense
import time:       515 |       1169 |                                                 scipy.optimize._linprog_rs
import time:       480 |        480 |                                                 scipy.optimize._linprog_doc
import time:       541 |      50627 |                                               scipy.optimize._linprog
import time:       396 |        396 |                                               scipy.optimize._lsap
import time:      2678 |       2678 |                                               scipy.optimize._differentialevolution
import time:       517 |        517 |                                                 scipy.optimize._pava_pybind
import time:       465 |        982 |                                               scipy.optimize._isotonic
import time:       399 |        399 |                                                   scipy.optimize._shgo_lib
import time:      1070 |       1070 |                                                   scipy.optimize._shgo_lib._vertex
import time:       877 |       2344 |                                                 scipy.optimize._shgo_lib._complex
import time:       844 |       3188 |                                               scipy.optimize._shgo
import time:      2148 |       2148 |                                               scipy.optimize._dual_annealing
import time:       829 |        829 |                                               scipy.optimize._qap
import time:       434 |        434 |                                                 scipy.optimize._direct
import time:       967 |       1400 |                                               scipy.optimize._direct_py
import time:       536 |        536 |                                               scipy.optimize._milp
import time:      2530 |       2530 |                                               scipy.optimize.cobyla
import time:       392 |        392 |                                               scipy.optimize.lbfgsb
import time:       316 |        316 |                                               scipy.optimize.linesearch
import time:       298 |        298 |                                               scipy.optimize.minpack
import time:       325 |        325 |                                               scipy.optimize.minpack2
import time:       279 |        279 |                                               scipy.optimize.moduleTNC
import time:       281 |        281 |                                               scipy.optimize.nonlin
import time:       298 |        298 |                                               scipy.optimize.optimize
import time:       304 |        304 |                                               scipy.optimize.slsqp
import time:       345 |        345 |                                               scipy.optimize.tnc
import time:       363 |        363 |                                               scipy.optimize.zeros
import time:       857 |     103119 |                                             scipy.optimize
import time:       530 |        530 |                                                 scipy._lib.doccer
import time:       447 |        447 |                                                 scipy.stats._distr_params
import time:      4548 |       4548 |                                                 scipy.integrate._quadrature
import time:      1314 |       1314 |                                                   scipy.integrate._odepack
import time:      2466 |       3780 |                                                 scipy.integrate._odepack_py
import time:       431 |        431 |                                                   scipy.integrate._quadpack
import time:      3574 |       4004 |                                                 scipy.integrate._quadpack_py
import time:       737 |        737 |                                                   scipy.integrate._vode
import time:       350 |        350 |                                                   scipy.integrate._dop
import time:       937 |       2023 |                                                 scipy.integrate._ode
import time:      1933 |       1933 |                                                 scipy.integrate._bvp
import time:       500 |        500 |                                                       scipy.integrate._ivp.common
import time:       721 |        721 |                                                       scipy.integrate._ivp.base
import time:       507 |       1728 |                                                     scipy.integrate._ivp.bdf
import time:       802 |        802 |                                                     scipy.integrate._ivp.radau
import time:       918 |        918 |                                                       scipy.integrate._ivp.dop853_coefficients
import time:       865 |       1783 |                                                     scipy.integrate._ivp.rk
import time:       730 |        730 |                                                     scipy.integrate._ivp.lsoda
import time:      2473 |       7514 |                                                   scipy.integrate._ivp.ivp
import time:       511 |       8024 |                                                 scipy.integrate._ivp
import time:      1311 |       1311 |                                                 scipy.integrate._quad_vec
import time:       465 |        465 |                                                   scipy._lib._elementwise_iterative_method
import time:      2526 |       2991 |                                                 scipy.integrate._tanhsinh
import time:       585 |        585 |                                                     scipy.integrate._rules._base
import time:       390 |        390 |                                                     scipy.integrate._rules._genz_malik
import time:       333 |        333 |                                                       scipy.integrate._rules._gauss_legendre
import time:       353 |        686 |                                                     scipy.integrate._rules._gauss_kronrod
import time:       454 |       2114 |                                                   scipy.integrate._rules
import time:      2336 |       4450 |                                                 scipy.integrate._cubature
import time:      1022 |       1022 |                                                 scipy.integrate._lebedev
import time:       359 |        359 |                                                 scipy.integrate.dop
import time:       320 |        320 |                                                 scipy.integrate.lsoda
import time:       402 |        402 |                                                 scipy.integrate.vode
import time:       504 |        504 |                                                 scipy.integrate.odepack
import time:       566 |        566 |                                                 scipy.integrate.quadpack
import time:       650 |        650 |                                                 scipy.stats._finite_differences
import time:       673 |        673 |                                                 scipy.stats._constants
import time:       628 |        628 |                                                 scipy.stats._censored_data
import time:      2521 |      41677 |                                               scipy.stats._distn_infrastructure
import time:       573 |        573 |                                                         scipy.interpolate._fitpack
import time:       596 |        596 |                                                         scipy.interpolate._dfitpack
import time:      1258 |       2426 |                                                       scipy.interpolate._fitpack_impl
import time:       578 |        578 |                                                         scipy.interpolate._dierckx
import time:      2652 |       3230 |                                                       scipy.interpolate._bsplines
import time:      4769 |      10423 |                                                     scipy.interpolate._fitpack_py
import time:       978 |        978 |                                                     scipy.interpolate._polyint
import time:       619 |        619 |                                                     scipy.interpolate._ppoly
import time:       616 |        616 |                                                     scipy.interpolate._interpnd
import time:      2376 |      15010 |                                                   scipy.interpolate._interpolate
import time:      4475 |       4475 |                                                   scipy.interpolate._fitpack2
import time:      1078 |       1078 |                                                   scipy.interpolate._rbf
import time:       321 |        321 |                                                       scipy.interpolate._rbfinterp_common
import time:       573 |        573 |                                                       scipy.interpolate._rbfinterp_pythran
import time:       390 |       1284 |                                                     scipy.interpolate._rbfinterp_np
import time:       462 |        462 |                                                     scipy.interpolate._rbfinterp_xp
import time:      1235 |       2980 |                                                   scipy.interpolate._rbfinterp
import time:      3513 |       3513 |                                                   scipy.interpolate._cubic
import time:       866 |        866 |                                                   scipy.interpolate._ndgriddata
import time:      2587 |       2587 |                                                   scipy.interpolate._fitpack_repro
import time:       471 |        471 |                                                   scipy.interpolate._pade
import time:       687 |        687 |                                                     scipy.interpolate._rgi_cython
import time:      1275 |       1275 |                                                     scipy.interpolate._ndbspline
import time:      2059 |       4020 |                                                   scipy.interpolate._rgi
import time:      1029 |       1029 |                                                   scipy.interpolate._bary_rational
import time:       504 |        504 |                                                   scipy.interpolate.fitpack
import time:       422 |        422 |                                                   scipy.interpolate.fitpack2
import time:       412 |        412 |                                                   scipy.interpolate.interpolate
import time:       422 |        422 |                                                   scipy.interpolate.ndgriddata
import time:       379 |        379 |                                                   scipy.interpolate.polyint
import time:       396 |        396 |                                                   scipy.interpolate.rbf
import time:       368 |        368 |                                                   scipy.interpolate.interpnd
import time:      1114 |      40038 |                                                 scipy.interpolate
import time:      1621 |       1621 |                                                   scipy.special.cython_special
import time:       957 |       2577 |                                                 scipy.stats._stats
import time:      5988 |       5988 |                                                 scipy.stats._tukeylambda_stats
import time:       840 |        840 |                                                 scipy.stats._ksstats
import time:     53246 |     102687 |                                               scipy.stats._continuous_distns
import time:       813 |        813 |                                                 scipy.stats._biasedurn
import time:       694 |        694 |                                                 scipy.stats._stats_pythran
import time:     10256 |      11762 |                                               scipy.stats._discrete_distns
import time:       966 |        966 |                                                 scipy.stats._levy_stable.levyst
import time:      3051 |       4016 |                                               scipy.stats._levy_stable
import time:       718 |        718 |                                                 scipy.stats._axis_nan_policy
import time:      3669 |       4387 |                                               scipy.stats._entropy
import time:       696 |     165224 |                                             scipy.stats.distributions
import time:       626 |        626 |                                               scipy._lib._bunch
import time:      3797 |       3797 |                                               scipy.stats._stats_mstats_common
import time:      3402 |       7824 |                                             scipy.stats._mstats_basic
import time:       674 |        674 |                                               scipy.stats._common
import time:      9997 |      10671 |                                             scipy.stats._resampling
import time:      1387 |       1387 |                                             scipy.stats._binomtest
import time:     50773 |     376690 |                                           scipy.stats._stats_py
import time:      1677 |       1677 |                                           scipy.stats._variation
import time:       658 |        658 |                                             scipy.stats._ansari_swilk_statistics
import time:      8423 |       8423 |                                               scipy.stats._hypotests
import time:      2297 |      10720 |                                             scipy.stats._wilcoxon
import time:      4272 |       4272 |                                             scipy.stats._fit
import time:       922 |        922 |                                               scipy.stats._relative_risk
import time:      1284 |       1284 |                                               scipy.stats._crosstab
import time:       940 |        940 |                                               scipy.stats._odds_ratio
import time:      2594 |       5739 |                                             scipy.stats.contingency
import time:     21665 |      43053 |                                           scipy.stats._morestats
import time:       606 |        606 |                                                 scipy.sparse.csgraph._laplacian
import time:       648 |        648 |                                                     scipy.sparse.csgraph._tools
import time:       472 |       1120 |                                                   scipy.sparse.csgraph._validation
import time:       775 |       1895 |                                                 scipy.sparse.csgraph._shortest_path
import time:      2506 |       2506 |                                                 scipy.sparse.csgraph._traversal
import time:       652 |        652 |                                                 scipy.sparse.csgraph._min_spanning_tree
import time:       725 |        725 |                                                 scipy.sparse.csgraph._flow
import time:       883 |        883 |                                                 scipy.sparse.csgraph._matching
